  0.283142210403959282E-02 /* coefficient of tap     0 */
  0.323329954663859275E-02 /* coefficient of tap     1 */
  0.306662506663129486E-02 /* coefficient of tap     2 */
  0.211837960566176475E-02 /* coefficient of tap     3 */
  0.286058673461853008E-03 /* coefficient of tap     4 */
  -.236340316870846134E-02 /* coefficient of tap     5 */
  -.555928765111247003E-02 /* coefficient of tap     6 */
  -.883102497493434057E-02 /* coefficient of tap     7 */
  -.115578806277762136E-01 /* coefficient of tap     8 */
  -.130628346182985399E-01 /* coefficient of tap     9 */
  -.127388877859957250E-01 /* coefficient of tap    10 */
  -.101868161072289531E-01 /* coefficient of tap    11 */
  -.533738134973275268E-02 /* coefficient of tap    12 */
  0.147003071928171387E-02 /* coefficient of tap    13 */
  0.947554803752781538E-02 /* coefficient of tap    14 */
  0.175665371223297128E-01 /* coefficient of tap    15 */
  0.244233056621678024E-01 /* coefficient of tap    16 */
  0.287252956978071551E-01 /* coefficient of tap    17 */
  0.293860945450866672E-01 /* coefficient of tap    18 */
  0.257762016344156386E-01 /* coefficient of tap    19 */
  0.178902938935429789E-01 /* coefficient of tap    20 */
  0.642185365791468854E-02 /* coefficient of tap    21 */
  -.727802533097515524E-02 /* coefficient of tap    22 */
  -.213611742458503917E-01 /* coefficient of tap    23 */
  -.337438005716292899E-01 /* coefficient of tap    24 */
  -.424303222175746341E-01 /* coefficient of tap    25 */
  -.458468178340755194E-01 /* coefficient of tap    26 */
  -.431260751892718641E-01 /* coefficient of tap    27 */
  -.342914710851633852E-01 /* coefficient of tap    28 */
  -.203022191297928333E-01 /* coefficient of tap    29 */
  -.294545197497802302E-02 /* coefficient of tap    30 */
  0.154128343011406006E-01 /* coefficient of tap    31 */
  0.321805949350603581E-01 /* coefficient of tap    32 */
  0.449395548479312445E-01 /* coefficient of tap    33 */
  0.518256295577252412E-01 /* coefficient of tap    34 */
  0.518256295577252412E-01 /* coefficient of tap    35 */
  0.449395548479312445E-01 /* coefficient of tap    36 */
  0.321805949350603581E-01 /* coefficient of tap    37 */
  0.154128343011406006E-01 /* coefficient of tap    38 */
  -.294545197497802302E-02 /* coefficient of tap    39 */
  -.203022191297928333E-01 /* coefficient of tap    40 */
  -.342914710851633852E-01 /* coefficient of tap    41 */
  -.431260751892718641E-01 /* coefficient of tap    42 */
  -.458468178340755194E-01 /* coefficient of tap    43 */
  -.424303222175746341E-01 /* coefficient of tap    44 */
  -.337438005716292899E-01 /* coefficient of tap    45 */
  -.213611742458503917E-01 /* coefficient of tap    46 */
  -.727802533097515524E-02 /* coefficient of tap    47 */
  0.642185365791468854E-02 /* coefficient of tap    48 */
  0.178902938935429789E-01 /* coefficient of tap    49 */
  0.257762016344156386E-01 /* coefficient of tap    50 */
  0.293860945450866672E-01 /* coefficient of tap    51 */
  0.287252956978071551E-01 /* coefficient of tap    52 */
  0.244233056621678024E-01 /* coefficient of tap    53 */
  0.175665371223297128E-01 /* coefficient of tap    54 */
  0.947554803752781538E-02 /* coefficient of tap    55 */
  0.147003071928171387E-02 /* coefficient of tap    56 */
  -.533738134973275268E-02 /* coefficient of tap    57 */
  -.101868161072289531E-01 /* coefficient of tap    58 */
  -.127388877859957250E-01 /* coefficient of tap    59 */
  -.130628346182985399E-01 /* coefficient of tap    60 */
  -.115578806277762136E-01 /* coefficient of tap    61 */
  -.883102497493434057E-02 /* coefficient of tap    62 */
  -.555928765111247003E-02 /* coefficient of tap    63 */
  -.236340316870846134E-02 /* coefficient of tap    64 */
  0.286058673461853008E-03 /* coefficient of tap    65 */
  0.211837960566176475E-02 /* coefficient of tap    66 */
  0.306662506663129486E-02 /* coefficient of tap    67 */
  0.323329954663859275E-02 /* coefficient of tap    68 */
  0.283142210403959282E-02 /* coefficient of tap    69 */
