  0.226194591568646341E-02 /* coefficient of tap     0 */
  0.263529592017082814E-02 /* coefficient of tap     1 */
  0.260632527392667423E-02 /* coefficient of tap     2 */
  0.199806100149389358E-02 /* coefficient of tap     3 */
  0.698679620782966637E-03 /* coefficient of tap     4 */
  -.129311286482593601E-02 /* coefficient of tap     5 */
  -.383507422193416136E-02 /* coefficient of tap     6 */
  -.663077987269093949E-02 /* coefficient of tap     7 */
  -.924845760445361442E-02 /* coefficient of tap     8 */
  -.111715448361743097E-01 /* coefficient of tap     9 */
  -.118770550514742190E-01 /* coefficient of tap    10 */
  -.109315105438960102E-01 /* coefficient of tap    11 */
  -.808897593308529749E-02 /* coefficient of tap    12 */
  -.337282431752082700E-02 /* coefficient of tap    13 */
  0.287682697943975718E-02 /* coefficient of tap    14 */
  0.100042159544202080E-01 /* coefficient of tap    15 */
  0.170946877578480265E-01 /* coefficient of tap    16 */
  0.230848929995090568E-01 /* coefficient of tap    17 */
  0.269142031660125224E-01 /* coefficient of tap    18 */
  0.276962119990387778E-01 /* coefficient of tap    19 */
  0.248831932406720301E-01 /* coefficient of tap    20 */
  0.183946832656240601E-01 /* coefficient of tap    21 */
  0.868465814978557837E-02 /* coefficient of tap    22 */
  -.327008921548065067E-02 /* coefficient of tap    23 */
  -.160658698746429973E-01 /* coefficient of tap    24 */
  -.280440013827089451E-01 /* coefficient of tap    25 */
  -.375169633550450010E-01 /* coefficient of tap    26 */
  -.430164603839883952E-01 /* coefficient of tap    27 */
  -.435252616071019637E-01 /* coefficient of tap    28 */
  -.386550181886400103E-01 /* coefficient of tap    29 */
  -.287389739025299704E-01 /* coefficient of tap    30 */
  -.148207301738410590E-01 /* coefficient of tap    31 */
  0.146385214490447568E-02 /* coefficient of tap    32 */
  0.180975067724609690E-01 /* coefficient of tap    33 */
  0.329557840122649459E-01 /* coefficient of tap    34 */
  0.441043484013974484E-01 /* coefficient of tap    35 */
  0.500744723622136689E-01 /* coefficient of tap    36 */
  0.500744723622136689E-01 /* coefficient of tap    37 */
  0.441043484013974484E-01 /* coefficient of tap    38 */
  0.329557840122649459E-01 /* coefficient of tap    39 */
  0.180975067724609690E-01 /* coefficient of tap    40 */
  0.146385214490447568E-02 /* coefficient of tap    41 */
  -.148207301738410590E-01 /* coefficient of tap    42 */
  -.287389739025299704E-01 /* coefficient of tap    43 */
  -.386550181886400103E-01 /* coefficient of tap    44 */
  -.435252616071019637E-01 /* coefficient of tap    45 */
  -.430164603839883952E-01 /* coefficient of tap    46 */
  -.375169633550450010E-01 /* coefficient of tap    47 */
  -.280440013827089451E-01 /* coefficient of tap    48 */
  -.160658698746429973E-01 /* coefficient of tap    49 */
  -.327008921548065067E-02 /* coefficient of tap    50 */
  0.868465814978557837E-02 /* coefficient of tap    51 */
  0.183946832656240601E-01 /* coefficient of tap    52 */
  0.248831932406720301E-01 /* coefficient of tap    53 */
  0.276962119990387778E-01 /* coefficient of tap    54 */
  0.269142031660125224E-01 /* coefficient of tap    55 */
  0.230848929995090568E-01 /* coefficient of tap    56 */
  0.170946877578480265E-01 /* coefficient of tap    57 */
  0.100042159544202080E-01 /* coefficient of tap    58 */
  0.287682697943975718E-02 /* coefficient of tap    59 */
  -.337282431752082700E-02 /* coefficient of tap    60 */
  -.808897593308529749E-02 /* coefficient of tap    61 */
  -.109315105438960102E-01 /* coefficient of tap    62 */
  -.118770550514742190E-01 /* coefficient of tap    63 */
  -.111715448361743097E-01 /* coefficient of tap    64 */
  -.924845760445361442E-02 /* coefficient of tap    65 */
  -.663077987269093949E-02 /* coefficient of tap    66 */
  -.383507422193416136E-02 /* coefficient of tap    67 */
  -.129311286482593601E-02 /* coefficient of tap    68 */
  0.698679620782966637E-03 /* coefficient of tap    69 */
  0.199806100149389358E-02 /* coefficient of tap    70 */
  0.260632527392667423E-02 /* coefficient of tap    71 */
  0.263529592017082814E-02 /* coefficient of tap    72 */
  0.226194591568646341E-02 /* coefficient of tap    73 */
