  0.199684139669082831E-02 /* coefficient of tap     0 */
  0.233984603290686621E-02 /* coefficient of tap     1 */
  0.234408873850410692E-02 /* coefficient of tap     2 */
  0.185146129007954840E-02 /* coefficient of tap     3 */
  0.753735257757179422E-03 /* coefficient of tap     4 */
  -.968343931123097334E-03 /* coefficient of tap     5 */
  -.321460421964713916E-02 /* coefficient of tap     6 */
  -.575196463553198089E-02 /* coefficient of tap     7 */
  -.822434750419093063E-02 /* coefficient of tap     8 */
  -.101888652984457594E-01 /* coefficient of tap     9 */
  -.111764590615718573E-01 /* coefficient of tap    10 */
  -.107700797258918257E-01 /* coefficient of tap    11 */
  -.868898796432184283E-02 /* coefficient of tap    12 */
  -.486476004111085558E-02 /* coefficient of tap    13 */
  0.506099241438462055E-03 /* coefficient of tap    14 */
  0.694599993194795040E-02 /* coefficient of tap    15 */
  0.137249249643979109E-01 /* coefficient of tap    16 */
  0.199354480771869635E-01 /* coefficient of tap    17 */
  0.246077496274667417E-01 /* coefficient of tap    18 */
  0.268505841309304171E-01 /* coefficient of tap    19 */
  0.259980943407268627E-01 /* coefficient of tap    20 */
  0.217391679092461265E-01 /* coefficient of tap    21 */
  0.142065220821869679E-01 /* coefficient of tap    22 */
  0.400711787611849779E-02 /* coefficient of tap    23 */
  -.781659003372092975E-02 /* coefficient of tap    24 */
  -.198947510240839342E-01 /* coefficient of tap    25 */
  -.306966093384688720E-01 /* coefficient of tap    26 */
  -.387342937692146183E-01 /* coefficient of tap    27 */
  -.427754363454364838E-01 /* coefficient of tap    28 */
  -.420329334926702902E-01 /* coefficient of tap    29 */
  -.363018677028691527E-01 /* coefficient of tap    30 */
  -.260202017258998719E-01 /* coefficient of tap    31 */
  -.122404857348742801E-01 /* coefficient of tap    32 */
  0.348708340236854485E-02 /* coefficient of tap    33 */
  0.193063750478782161E-01 /* coefficient of tap    34 */
  0.332961303853846146E-01 /* coefficient of tap    35 */
  0.437260560392199426E-01 /* coefficient of tap    36 */
  0.492913429680458570E-01 /* coefficient of tap    37 */
  0.492913429680458570E-01 /* coefficient of tap    38 */
  0.437260560392199426E-01 /* coefficient of tap    39 */
  0.332961303853846146E-01 /* coefficient of tap    40 */
  0.193063750478782161E-01 /* coefficient of tap    41 */
  0.348708340236854485E-02 /* coefficient of tap    42 */
  -.122404857348742801E-01 /* coefficient of tap    43 */
  -.260202017258998719E-01 /* coefficient of tap    44 */
  -.363018677028691527E-01 /* coefficient of tap    45 */
  -.420329334926702902E-01 /* coefficient of tap    46 */
  -.427754363454364838E-01 /* coefficient of tap    47 */
  -.387342937692146183E-01 /* coefficient of tap    48 */
  -.306966093384688720E-01 /* coefficient of tap    49 */
  -.198947510240839342E-01 /* coefficient of tap    50 */
  -.781659003372092975E-02 /* coefficient of tap    51 */
  0.400711787611849779E-02 /* coefficient of tap    52 */
  0.142065220821869679E-01 /* coefficient of tap    53 */
  0.217391679092461265E-01 /* coefficient of tap    54 */
  0.259980943407268627E-01 /* coefficient of tap    55 */
  0.268505841309304171E-01 /* coefficient of tap    56 */
  0.246077496274667417E-01 /* coefficient of tap    57 */
  0.199354480771869635E-01 /* coefficient of tap    58 */
  0.137249249643979109E-01 /* coefficient of tap    59 */
  0.694599993194795040E-02 /* coefficient of tap    60 */
  0.506099241438462055E-03 /* coefficient of tap    61 */
  -.486476004111085558E-02 /* coefficient of tap    62 */
  -.868898796432184283E-02 /* coefficient of tap    63 */
  -.107700797258918257E-01 /* coefficient of tap    64 */
  -.111764590615718573E-01 /* coefficient of tap    65 */
  -.101888652984457594E-01 /* coefficient of tap    66 */
  -.822434750419093063E-02 /* coefficient of tap    67 */
  -.575196463553198089E-02 /* coefficient of tap    68 */
  -.321460421964713916E-02 /* coefficient of tap    69 */
  -.968343931123097334E-03 /* coefficient of tap    70 */
  0.753735257757179422E-03 /* coefficient of tap    71 */
  0.185146129007954840E-02 /* coefficient of tap    72 */
  0.234408873850410692E-02 /* coefficient of tap    73 */
  0.233984603290686621E-02 /* coefficient of tap    74 */
  0.199684139669082831E-02 /* coefficient of tap    75 */
