  0.382764799916661946E-02 /* coefficient of tap     0 */
  0.466067952408886476E-02 /* coefficient of tap     1 */
  0.533422679932141097E-02 /* coefficient of tap     2 */
  0.571794377119784069E-02 /* coefficient of tap     3 */
  0.567580415964607265E-02 /* coefficient of tap     4 */
  0.507869419198247840E-02 /* coefficient of tap     5 */
  0.381850680044429466E-02 /* coefficient of tap     6 */
  0.182251946258759094E-02 /* coefficient of tap     7 */
  -.933339442904097715E-03 /* coefficient of tap     8 */
  -.441378224897978554E-02 /* coefficient of tap     9 */
  -.851736692536031370E-02 /* coefficient of tap    10 */
  -.130747342207445238E-01 /* coefficient of tap    11 */
  -.178526263487476422E-01 /* coefficient of tap    12 */
  -.225639606324519448E-01 /* coefficient of tap    13 */
  -.268836888298425158E-01 /* coefficient of tap    14 */
  -.304696123381745342E-01 /* coefficient of tap    15 */
  -.329867989486248980E-01 /* coefficient of tap    16 */
  -.341338117492545878E-01 /* coefficient of tap    17 */
  -.336686627711833041E-01 /* coefficient of tap    18 */
  -.314322797073653070E-01 /* coefficient of tap    19 */
  -.273673450189104938E-01 /* coefficient of tap    20 */
  -.215306365150648604E-01 /* coefficient of tap    21 */
  -.140974515032104363E-01 /* coefficient of tap    22 */
  -.535729901980880018E-02 /* coefficient of tap    23 */
  0.429925298496434393E-02 /* coefficient of tap    24 */
  0.144019470861902076E-01 /* coefficient of tap    25 */
  0.244290797697799622E-01 /* coefficient of tap    26 */
  0.338406550402616801E-01 /* coefficient of tap    27 */
  0.421140156314277458E-01 /* coefficient of tap    28 */
  0.487792485945149589E-01 /* coefficient of tap    29 */
  0.534516183569403047E-01 /* coefficient of tap    30 */
  0.558584716718430307E-01 /* coefficient of tap    31 */
  0.558584716718430307E-01 /* coefficient of tap    32 */
  0.534516183569403047E-01 /* coefficient of tap    33 */
  0.487792485945149589E-01 /* coefficient of tap    34 */
  0.421140156314277458E-01 /* coefficient of tap    35 */
  0.338406550402616801E-01 /* coefficient of tap    36 */
  0.244290797697799622E-01 /* coefficient of tap    37 */
  0.144019470861902076E-01 /* coefficient of tap    38 */
  0.429925298496434393E-02 /* coefficient of tap    39 */
  -.535729901980880018E-02 /* coefficient of tap    40 */
  -.140974515032104363E-01 /* coefficient of tap    41 */
  -.215306365150648604E-01 /* coefficient of tap    42 */
  -.273673450189104938E-01 /* coefficient of tap    43 */
  -.314322797073653070E-01 /* coefficient of tap    44 */
  -.336686627711833041E-01 /* coefficient of tap    45 */
  -.341338117492545878E-01 /* coefficient of tap    46 */
  -.329867989486248980E-01 /* coefficient of tap    47 */
  -.304696123381745342E-01 /* coefficient of tap    48 */
  -.268836888298425158E-01 /* coefficient of tap    49 */
  -.225639606324519448E-01 /* coefficient of tap    50 */
  -.178526263487476422E-01 /* coefficient of tap    51 */
  -.130747342207445238E-01 /* coefficient of tap    52 */
  -.851736692536031370E-02 /* coefficient of tap    53 */
  -.441378224897978554E-02 /* coefficient of tap    54 */
  -.933339442904097715E-03 /* coefficient of tap    55 */
  0.182251946258759094E-02 /* coefficient of tap    56 */
  0.381850680044429466E-02 /* coefficient of tap    57 */
  0.507869419198247840E-02 /* coefficient of tap    58 */
  0.567580415964607265E-02 /* coefficient of tap    59 */
  0.571794377119784069E-02 /* coefficient of tap    60 */
  0.533422679932141097E-02 /* coefficient of tap    61 */
  0.466067952408886476E-02 /* coefficient of tap    62 */
  0.382764799916661946E-02 /* coefficient of tap    63 */
