  0.107424684534777625E-02 /* coefficient of tap     0 */
  0.140596272869225362E-02 /* coefficient of tap     1 */
  0.161559573919599630E-02 /* coefficient of tap     2 */
  0.159250673788806622E-02 /* coefficient of tap     3 */
  0.123138986789799176E-02 /* coefficient of tap     4 */
  0.455227622778429363E-03 /* coefficient of tap     5 */
  -.761284030410192258E-03 /* coefficient of tap     6 */
  -.237214698770396248E-02 /* coefficient of tap     7 */
  -.424870608634264890E-02 /* coefficient of tap     8 */
  -.618023660726777634E-02 /* coefficient of tap     9 */
  -.788872868011410854E-02 /* coefficient of tap    10 */
  -.905805384937665536E-02 /* coefficient of tap    11 */
  -.937529089138521598E-02 /* coefficient of tap    12 */
  -.857960801354585989E-02 /* coefficient of tap    13 */
  -.651215161726211722E-02 /* coefficient of tap    14 */
  -.315925533244677048E-02 /* coefficient of tap    15 */
  0.131875914242520897E-02 /* coefficient of tap    16 */
  0.657973205683837747E-02 /* coefficient of tap    17 */
  0.121169481750963869E-01 /* coefficient of tap    18 */
  0.173024452742610712E-01 /* coefficient of tap    19 */
  0.214534462561405669E-01 /* coefficient of tap    20 */
  0.239152487769676014E-01 /* coefficient of tap    21 */
  0.241507568732261290E-01 /* coefficient of tap    22 */
  0.218248407382990183E-01 /* coefficient of tap    23 */
  0.168712667590165654E-01 /* coefficient of tap    24 */
  0.953124702997625483E-02 /* coefficient of tap    25 */
  0.355661402591498010E-03 /* coefficient of tap    26 */
  -.983260849568912043E-02 /* coefficient of tap    27 */
  -.200145674043049570E-01 /* coefficient of tap    28 */
  -.290821865529480803E-01 /* coefficient of tap    29 */
  -.359649083441156980E-01 /* coefficient of tap    30 */
  -.397604142796335491E-01 /* coefficient of tap    31 */
  -.398530024351996701E-01 /* coefficient of tap    32 */
  -.360036395930483710E-01 /* coefficient of tap    33 */
  -.283986876087680215E-01 /* coefficient of tap    34 */
  -.176491399049254260E-01 /* coefficient of tap    35 */
  -.473834411081262807E-02 /* coefficient of tap    36 */
  0.907717394995284720E-02 /* coefficient of tap    37 */
  0.224029324292039211E-01 /* coefficient of tap    38 */
  0.338619432876358716E-01 /* coefficient of tap    39 */
  0.422515883125354996E-01 /* coefficient of tap    40 */
  0.466825682825922605E-01 /* coefficient of tap    41 */
  0.466825682825922605E-01 /* coefficient of tap    42 */
  0.422515883125354996E-01 /* coefficient of tap    43 */
  0.338619432876358716E-01 /* coefficient of tap    44 */
  0.224029324292039211E-01 /* coefficient of tap    45 */
  0.907717394995284720E-02 /* coefficient of tap    46 */
  -.473834411081262807E-02 /* coefficient of tap    47 */
  -.176491399049254260E-01 /* coefficient of tap    48 */
  -.283986876087680215E-01 /* coefficient of tap    49 */
  -.360036395930483710E-01 /* coefficient of tap    50 */
  -.398530024351996701E-01 /* coefficient of tap    51 */
  -.397604142796335491E-01 /* coefficient of tap    52 */
  -.359649083441156980E-01 /* coefficient of tap    53 */
  -.290821865529480803E-01 /* coefficient of tap    54 */
  -.200145674043049570E-01 /* coefficient of tap    55 */
  -.983260849568912043E-02 /* coefficient of tap    56 */
  0.355661402591498010E-03 /* coefficient of tap    57 */
  0.953124702997625483E-02 /* coefficient of tap    58 */
  0.168712667590165654E-01 /* coefficient of tap    59 */
  0.218248407382990183E-01 /* coefficient of tap    60 */
  0.241507568732261290E-01 /* coefficient of tap    61 */
  0.239152487769676014E-01 /* coefficient of tap    62 */
  0.214534462561405669E-01 /* coefficient of tap    63 */
  0.173024452742610712E-01 /* coefficient of tap    64 */
  0.121169481750963869E-01 /* coefficient of tap    65 */
  0.657973205683837747E-02 /* coefficient of tap    66 */
  0.131875914242520897E-02 /* coefficient of tap    67 */
  -.315925533244677048E-02 /* coefficient of tap    68 */
  -.651215161726211722E-02 /* coefficient of tap    69 */
  -.857960801354585989E-02 /* coefficient of tap    70 */
  -.937529089138521598E-02 /* coefficient of tap    71 */
  -.905805384937665536E-02 /* coefficient of tap    72 */
  -.788872868011410854E-02 /* coefficient of tap    73 */
  -.618023660726777634E-02 /* coefficient of tap    74 */
  -.424870608634264890E-02 /* coefficient of tap    75 */
  -.237214698770396248E-02 /* coefficient of tap    76 */
  -.761284030410192258E-03 /* coefficient of tap    77 */
  0.455227622778429363E-03 /* coefficient of tap    78 */
  0.123138986789799176E-02 /* coefficient of tap    79 */
  0.159250673788806622E-02 /* coefficient of tap    80 */
  0.161559573919599630E-02 /* coefficient of tap    81 */
  0.140596272869225362E-02 /* coefficient of tap    82 */
  0.107424684534777625E-02 /* coefficient of tap    83 */
