  0.389469287152844412E-02 /* coefficient of tap     0 */
  0.451497877804795866E-02 /* coefficient of tap     1 */
  0.503881057288182532E-02 /* coefficient of tap     2 */
  0.540993487127200101E-02 /* coefficient of tap     3 */
  0.557074441540050901E-02 /* coefficient of tap     4 */
  0.546549538304615811E-02 /* coefficient of tap     5 */
  0.504381282158573363E-02 /* coefficient of tap     6 */
  0.426430284537450177E-02 /* coefficient of tap     7 */
  0.309806748699817280E-02 /* coefficient of tap     8 */
  0.153190622843331381E-02 /* coefficient of tap     9 */
  -.429011269998131083E-03 /* coefficient of tap    10 */
  -.275920310181358718E-02 /* coefficient of tap    11 */
  -.541183882099492485E-02 /* coefficient of tap    12 */
  -.831874499976845882E-02 /* coefficient of tap    13 */
  -.113915390280973349E-01 /* coefficient of tap    14 */
  -.145239195956208160E-01 /* coefficient of tap    15 */
  -.175950790979641613E-01 /* coefficient of tap    16 */
  -.204741382445014430E-01 /* coefficient of tap    17 */
  -.230254401685275000E-01 /* coefficient of tap    18 */
  -.251144841588176692E-01 /* coefficient of tap    19 */
  -.266142313674750541E-01 /* coefficient of tap    20 */
  -.274114797156659228E-01 /* coefficient of tap    21 */
  -.274129853070261209E-01 /* coefficient of tap    22 */
  -.265510047571832075E-01 /* coefficient of tap    23 */
  -.247879478088021443E-01 /* coefficient of tap    24 */
  -.221198622577930814E-01 /* coefficient of tap    25 */
  -.185785223605766027E-01 /* coefficient of tap    26 */
  -.142319553189610958E-01 /* coefficient of tap    27 */
  -.918331504814655019E-02 /* coefficient of tap    28 */
  -.356809439094427416E-02 /* coefficient of tap    29 */
  0.245024811063915404E-02 /* coefficient of tap    30 */
  0.868608747397217761E-02 /* coefficient of tap    31 */
  0.149386211465790985E-01 /* coefficient of tap    32 */
  0.209997447498494960E-01 /* coefficient of tap    33 */
  0.266624601847219988E-01 /* coefficient of tap    34 */
  0.317294274746163118E-01 /* coefficient of tap    35 */
  0.360212574233222460E-01 /* coefficient of tap    36 */
  0.393841487542109458E-01 /* coefficient of tap    37 */
  0.416965007786828767E-01 /* coefficient of tap    38 */
  0.428741795529646818E-01 /* coefficient of tap    39 */
  0.428741795529646818E-01 /* coefficient of tap    40 */
  0.416965007786828767E-01 /* coefficient of tap    41 */
  0.393841487542109458E-01 /* coefficient of tap    42 */
  0.360212574233222460E-01 /* coefficient of tap    43 */
  0.317294274746163118E-01 /* coefficient of tap    44 */
  0.266624601847219988E-01 /* coefficient of tap    45 */
  0.209997447498494960E-01 /* coefficient of tap    46 */
  0.149386211465790985E-01 /* coefficient of tap    47 */
  0.868608747397217761E-02 /* coefficient of tap    48 */
  0.245024811063915404E-02 /* coefficient of tap    49 */
  -.356809439094427416E-02 /* coefficient of tap    50 */
  -.918331504814655019E-02 /* coefficient of tap    51 */
  -.142319553189610958E-01 /* coefficient of tap    52 */
  -.185785223605766027E-01 /* coefficient of tap    53 */
  -.221198622577930814E-01 /* coefficient of tap    54 */
  -.247879478088021443E-01 /* coefficient of tap    55 */
  -.265510047571832075E-01 /* coefficient of tap    56 */
  -.274129853070261209E-01 /* coefficient of tap    57 */
  -.274114797156659228E-01 /* coefficient of tap    58 */
  -.266142313674750541E-01 /* coefficient of tap    59 */
  -.251144841588176692E-01 /* coefficient of tap    60 */
  -.230254401685275000E-01 /* coefficient of tap    61 */
  -.204741382445014430E-01 /* coefficient of tap    62 */
  -.175950790979641613E-01 /* coefficient of tap    63 */
  -.145239195956208160E-01 /* coefficient of tap    64 */
  -.113915390280973349E-01 /* coefficient of tap    65 */
  -.831874499976845882E-02 /* coefficient of tap    66 */
  -.541183882099492485E-02 /* coefficient of tap    67 */
  -.275920310181358718E-02 /* coefficient of tap    68 */
  -.429011269998131083E-03 /* coefficient of tap    69 */
  0.153190622843331381E-02 /* coefficient of tap    70 */
  0.309806748699817280E-02 /* coefficient of tap    71 */
  0.426430284537450177E-02 /* coefficient of tap    72 */
  0.504381282158573363E-02 /* coefficient of tap    73 */
  0.546549538304615811E-02 /* coefficient of tap    74 */
  0.557074441540050901E-02 /* coefficient of tap    75 */
  0.540993487127200101E-02 /* coefficient of tap    76 */
  0.503881057288182532E-02 /* coefficient of tap    77 */
  0.451497877804795866E-02 /* coefficient of tap    78 */
  0.389469287152844412E-02 /* coefficient of tap    79 */
