  0.200140237146111754E-02 /* coefficient of tap     0 */
  0.239305566939523473E-02 /* coefficient of tap     1 */
  0.245932493014296760E-02 /* coefficient of tap     2 */
  0.203405918423062592E-02 /* coefficient of tap     3 */
  0.997395332045558369E-03 /* coefficient of tap     4 */
  -.683537439292094362E-03 /* coefficient of tap     5 */
  -.292180878461462825E-02 /* coefficient of tap     6 */
  -.549448476408384500E-02 /* coefficient of tap     7 */
  -.804996813354104290E-02 /* coefficient of tap     8 */
  -.101423099843098185E-01 /* coefficient of tap     9 */
  -.112911426926846392E-01 /* coefficient of tap    10 */
  -.110606165357789376E-01 /* coefficient of tap    11 */
  -.914594632358513948E-02 /* coefficient of tap    12 */
  -.545289454635380277E-02 /* coefficient of tap    13 */
  -.154565314997800484E-03 /* coefficient of tap    14 */
  0.628826507241669663E-02 /* coefficient of tap    15 */
  0.131524086912836346E-01 /* coefficient of tap    16 */
  0.195253451935354931E-01 /* coefficient of tap    17 */
  0.244202144506030238E-01 /* coefficient of tap    18 */
  0.269188052886455464E-01 /* coefficient of tap    19 */
  0.263221918959664424E-01 /* coefficient of tap    20 */
  0.222851248200165885E-01 /* coefficient of tap    21 */
  0.149105216856937561E-01 /* coefficient of tap    22 */
  0.478471526335089691E-02 /* coefficient of tap    23 */
  -.705790835060878229E-02 /* coefficient of tap    24 */
  -.192417008934262199E-01 /* coefficient of tap    25 */
  -.302172896264385215E-01 /* coefficient of tap    26 */
  -.384686133623224257E-01 /* coefficient of tap    27 */
  -.427304260463695584E-01 /* coefficient of tap    28 */
  -.421837105478382579E-01 /* coefficient of tap    29 */
  -.365979985258225681E-01 /* coefficient of tap    30 */
  -.263962253768736410E-01 /* coefficient of tap    31 */
  -.126286030746239363E-01 /* coefficient of tap    32 */
  0.314453659051584732E-02 /* coefficient of tap    33 */
  0.190469920139250525E-01 /* coefficient of tap    34 */
  0.331318563576911628E-01 /* coefficient of tap    35 */
  0.436429475739263406E-01 /* coefficient of tap    36 */
  0.492546114057590944E-01 /* coefficient of tap    37 */
  0.492546114057590944E-01 /* coefficient of tap    38 */
  0.436429475739263406E-01 /* coefficient of tap    39 */
  0.331318563576911628E-01 /* coefficient of tap    40 */
  0.190469920139250525E-01 /* coefficient of tap    41 */
  0.314453659051584732E-02 /* coefficient of tap    42 */
  -.126286030746239363E-01 /* coefficient of tap    43 */
  -.263962253768736410E-01 /* coefficient of tap    44 */
  -.365979985258225681E-01 /* coefficient of tap    45 */
  -.421837105478382579E-01 /* coefficient of tap    46 */
  -.427304260463695584E-01 /* coefficient of tap    47 */
  -.384686133623224257E-01 /* coefficient of tap    48 */
  -.302172896264385215E-01 /* coefficient of tap    49 */
  -.192417008934262199E-01 /* coefficient of tap    50 */
  -.705790835060878229E-02 /* coefficient of tap    51 */
  0.478471526335089691E-02 /* coefficient of tap    52 */
  0.149105216856937561E-01 /* coefficient of tap    53 */
  0.222851248200165885E-01 /* coefficient of tap    54 */
  0.263221918959664424E-01 /* coefficient of tap    55 */
  0.269188052886455464E-01 /* coefficient of tap    56 */
  0.244202144506030238E-01 /* coefficient of tap    57 */
  0.195253451935354931E-01 /* coefficient of tap    58 */
  0.131524086912836346E-01 /* coefficient of tap    59 */
  0.628826507241669663E-02 /* coefficient of tap    60 */
  -.154565314997800484E-03 /* coefficient of tap    61 */
  -.545289454635380277E-02 /* coefficient of tap    62 */
  -.914594632358513948E-02 /* coefficient of tap    63 */
  -.110606165357789376E-01 /* coefficient of tap    64 */
  -.112911426926846392E-01 /* coefficient of tap    65 */
  -.101423099843098185E-01 /* coefficient of tap    66 */
  -.804996813354104290E-02 /* coefficient of tap    67 */
  -.549448476408384500E-02 /* coefficient of tap    68 */
  -.292180878461462825E-02 /* coefficient of tap    69 */
  -.683537439292094362E-03 /* coefficient of tap    70 */
  0.997395332045558369E-03 /* coefficient of tap    71 */
  0.203405918423062592E-02 /* coefficient of tap    72 */
  0.245932493014296760E-02 /* coefficient of tap    73 */
  0.239305566939523473E-02 /* coefficient of tap    74 */
  0.200140237146111754E-02 /* coefficient of tap    75 */
