  0.149760473256549957E-02 /* coefficient of tap     0 */
  0.193740418545838188E-02 /* coefficient of tap     1 */
  0.219552389868544528E-02 /* coefficient of tap     2 */
  0.212514301739440414E-02 /* coefficient of tap     3 */
  0.159382861727071611E-02 /* coefficient of tap     4 */
  0.516144591622459891E-03 /* coefficient of tap     5 */
  -.111480148629481279E-02 /* coefficient of tap     6 */
  -.320347665934687864E-02 /* coefficient of tap     7 */
  -.554205348904561034E-02 /* coefficient of tap     8 */
  -.781936147741336462E-02 /* coefficient of tap     9 */
  -.965075466304866935E-02 /* coefficient of tap    10 */
  -.106274567940202335E-01 /* coefficient of tap    11 */
  -.103801400009989741E-01 /* coefficient of tap    12 */
  -.864808527367526380E-02 /* coefficient of tap    13 */
  -.534293844294964337E-02 /* coefficient of tap    14 */
  -.595370659924774248E-03 /* coefficient of tap    15 */
  0.522579818474982005E-02 /* coefficient of tap    16 */
  0.115292415299030914E-01 /* coefficient of tap    17 */
  0.175539228089851295E-01 /* coefficient of tap    18 */
  0.224556271430930909E-01 /* coefficient of tap    19 */
  0.254179194821544607E-01 /* coefficient of tap    20 */
  0.257732369549931039E-01 /* coefficient of tap    21 */
  0.231166641015401186E-01 /* coefficient of tap    22 */
  0.173942941897612390E-01 /* coefficient of tap    23 */
  0.895027141608683507E-02 /* coefficient of tap    24 */
  -.147848624173768294E-02 /* coefficient of tap    25 */
  -.128238463815651293E-01 /* coefficient of tap    26 */
  -.238000678758782813E-01 /* coefficient of tap    27 */
  -.330570807522934906E-01 /* coefficient of tap    28 */
  -.393542832538786910E-01 /* coefficient of tap    29 */
  -.417314116288963798E-01 /* coefficient of tap    30 */
  -.396520563524635392E-01 /* coefficient of tap    31 */
  -.330980451804955144E-01 /* coefficient of tap    32 */
  -.225989526796929762E-01 /* coefficient of tap    33 */
  -.918964803458388779E-02 /* coefficient of tap    34 */
  0.570116042314197990E-02 /* coefficient of tap    35 */
  0.204184618250182259E-01 /* coefficient of tap    36 */
  0.332832669705554007E-01 /* coefficient of tap    37 */
  0.428029504979493236E-01 /* coefficient of tap    38 */
  0.478611470362696245E-01 /* coefficient of tap    39 */
  0.478611470362696245E-01 /* coefficient of tap    40 */
  0.428029504979493236E-01 /* coefficient of tap    41 */
  0.332832669705554007E-01 /* coefficient of tap    42 */
  0.204184618250182259E-01 /* coefficient of tap    43 */
  0.570116042314197990E-02 /* coefficient of tap    44 */
  -.918964803458388779E-02 /* coefficient of tap    45 */
  -.225989526796929762E-01 /* coefficient of tap    46 */
  -.330980451804955144E-01 /* coefficient of tap    47 */
  -.396520563524635392E-01 /* coefficient of tap    48 */
  -.417314116288963798E-01 /* coefficient of tap    49 */
  -.393542832538786910E-01 /* coefficient of tap    50 */
  -.330570807522934906E-01 /* coefficient of tap    51 */
  -.238000678758782813E-01 /* coefficient of tap    52 */
  -.128238463815651293E-01 /* coefficient of tap    53 */
  -.147848624173768294E-02 /* coefficient of tap    54 */
  0.895027141608683507E-02 /* coefficient of tap    55 */
  0.173942941897612390E-01 /* coefficient of tap    56 */
  0.231166641015401186E-01 /* coefficient of tap    57 */
  0.257732369549931039E-01 /* coefficient of tap    58 */
  0.254179194821544607E-01 /* coefficient of tap    59 */
  0.224556271430930909E-01 /* coefficient of tap    60 */
  0.175539228089851295E-01 /* coefficient of tap    61 */
  0.115292415299030914E-01 /* coefficient of tap    62 */
  0.522579818474982005E-02 /* coefficient of tap    63 */
  -.595370659924774248E-03 /* coefficient of tap    64 */
  -.534293844294964337E-02 /* coefficient of tap    65 */
  -.864808527367526380E-02 /* coefficient of tap    66 */
  -.103801400009989741E-01 /* coefficient of tap    67 */
  -.106274567940202335E-01 /* coefficient of tap    68 */
  -.965075466304866935E-02 /* coefficient of tap    69 */
  -.781936147741336462E-02 /* coefficient of tap    70 */
  -.554205348904561034E-02 /* coefficient of tap    71 */
  -.320347665934687864E-02 /* coefficient of tap    72 */
  -.111480148629481279E-02 /* coefficient of tap    73 */
  0.516144591622459891E-03 /* coefficient of tap    74 */
  0.159382861727071611E-02 /* coefficient of tap    75 */
  0.212514301739440414E-02 /* coefficient of tap    76 */
  0.219552389868544528E-02 /* coefficient of tap    77 */
  0.193740418545838188E-02 /* coefficient of tap    78 */
  0.149760473256549957E-02 /* coefficient of tap    79 */
