  0.253922337221789629E-02 /* coefficient of tap     0 */
  0.292513457077110050E-02 /* coefficient of tap     1 */
  0.283076994867228481E-02 /* coefficient of tap     2 */
  0.206205293810428491E-02 /* coefficient of tap     3 */
  0.510460416056026389E-03 /* coefficient of tap     4 */
  -.179523844846807412E-02 /* coefficient of tap     5 */
  -.465489689316213617E-02 /* coefficient of tap     6 */
  -.769227792140849686E-02 /* coefficient of tap     7 */
  -.103871614058197558E-01 /* coefficient of tap     8 */
  -.121450515241400247E-01 /* coefficient of tap     9 */
  -.123973166764645581E-01 /* coefficient of tap    10 */
  -.107169090501152441E-01 /* coefficient of tap    11 */
  -.692907949936595102E-02 /* coefficient of tap    12 */
  -.119420893999231036E-02 /* coefficient of tap    13 */
  0.595804576622137815E-02 /* coefficient of tap    14 */
  0.136575196646728813E-01 /* coefficient of tap    15 */
  0.207891730391735674E-01 /* coefficient of tap    16 */
  0.261472045578001122E-01 /* coefficient of tap    17 */
  0.286270922268257379E-01 /* coefficient of tap    18 */
  0.274254344299173347E-01 /* coefficient of tap    19 */
  0.222126103321646795E-01 /* coefficient of tap    20 */
  0.132445391160290126E-01 /* coefficient of tap    21 */
  0.138750180728662897E-02 /* coefficient of tap    22 */
  -.119568151791950306E-01 /* coefficient of tap    23 */
  -.250222349819362044E-01 /* coefficient of tap    24 */
  -.359238737493822135E-01 /* coefficient of tap    25 */
  -.429429858225068006E-01 /* coefficient of tap    26 */
  -.448057783489415584E-01 /* coefficient of tap    27 */
  -.409092739183070719E-01 /* coefficient of tap    28 */
  -.314536692571570908E-01 /* coefficient of tap    29 */
  -.174544639745139313E-01 /* coefficient of tap    30 */
  -.626765702092120235E-03 /* coefficient of tap    31 */
  0.168445923329624980E-01 /* coefficient of tap    32 */
  0.326158630707412688E-01 /* coefficient of tap    33 */
  0.445283799046140948E-01 /* coefficient of tap    34 */
  0.509313205968895665E-01 /* coefficient of tap    35 */
  0.509313205968895665E-01 /* coefficient of tap    36 */
  0.445283799046140948E-01 /* coefficient of tap    37 */
  0.326158630707412688E-01 /* coefficient of tap    38 */
  0.168445923329624980E-01 /* coefficient of tap    39 */
  -.626765702092120235E-03 /* coefficient of tap    40 */
  -.174544639745139313E-01 /* coefficient of tap    41 */
  -.314536692571570908E-01 /* coefficient of tap    42 */
  -.409092739183070719E-01 /* coefficient of tap    43 */
  -.448057783489415584E-01 /* coefficient of tap    44 */
  -.429429858225068006E-01 /* coefficient of tap    45 */
  -.359238737493822135E-01 /* coefficient of tap    46 */
  -.250222349819362044E-01 /* coefficient of tap    47 */
  -.119568151791950306E-01 /* coefficient of tap    48 */
  0.138750180728662897E-02 /* coefficient of tap    49 */
  0.132445391160290126E-01 /* coefficient of tap    50 */
  0.222126103321646795E-01 /* coefficient of tap    51 */
  0.274254344299173347E-01 /* coefficient of tap    52 */
  0.286270922268257379E-01 /* coefficient of tap    53 */
  0.261472045578001122E-01 /* coefficient of tap    54 */
  0.207891730391735674E-01 /* coefficient of tap    55 */
  0.136575196646728813E-01 /* coefficient of tap    56 */
  0.595804576622137815E-02 /* coefficient of tap    57 */
  -.119420893999231036E-02 /* coefficient of tap    58 */
  -.692907949936595102E-02 /* coefficient of tap    59 */
  -.107169090501152441E-01 /* coefficient of tap    60 */
  -.123973166764645581E-01 /* coefficient of tap    61 */
  -.121450515241400247E-01 /* coefficient of tap    62 */
  -.103871614058197558E-01 /* coefficient of tap    63 */
  -.769227792140849686E-02 /* coefficient of tap    64 */
  -.465489689316213617E-02 /* coefficient of tap    65 */
  -.179523844846807412E-02 /* coefficient of tap    66 */
  0.510460416056026389E-03 /* coefficient of tap    67 */
  0.206205293810428491E-02 /* coefficient of tap    68 */
  0.283076994867228481E-02 /* coefficient of tap    69 */
  0.292513457077110050E-02 /* coefficient of tap    70 */
  0.253922337221789629E-02 /* coefficient of tap    71 */
