  0.129325050404160979E-02 /* coefficient of tap     0 */
  0.160148061239014660E-02 /* coefficient of tap     1 */
  0.172953705486079929E-02 /* coefficient of tap     2 */
  0.155913650458118047E-02 /* coefficient of tap     3 */
  0.988565189093030127E-03 /* coefficient of tap     4 */
  -.414507222293458799E-04 /* coefficient of tap     5 */
  -.152346953120145016E-02 /* coefficient of tap     6 */
  -.336564488970707031E-02 /* coefficient of tap     7 */
  -.538531183159795201E-02 /* coefficient of tap     8 */
  -.731731992726515301E-02 /* coefficient of tap     9 */
  -.883854783516941289E-02 /* coefficient of tap    10 */
  -.960742762488154333E-02 /* coefficient of tap    11 */
  -.931451826269244165E-02 /* coefficient of tap    12 */
  -.773765893593892251E-02 /* coefficient of tap    13 */
  -.479347276355652507E-02 /* coefficient of tap    14 */
  -.576372071917035544E-03 /* coefficient of tap    15 */
  0.462302152191522175E-02 /* coefficient of tap    16 */
  0.103259522903204925E-01 /* coefficient of tap    17 */
  0.159026192081363344E-01 /* coefficient of tap    18 */
  0.206366103607945783E-01 /* coefficient of tap    19 */
  0.238106244754254881E-01 /* coefficient of tap    20 */
  0.248035048378159883E-01 /* coefficient of tap    21 */
  0.231858307241664096E-01 /* coefficient of tap    22 */
  0.188002044605322993E-01 /* coefficient of tap    23 */
  0.118132543536339928E-01 /* coefficient of tap    24 */
  0.272927352713677784E-02 /* coefficient of tap    25 */
  -.763995126391001022E-02 /* coefficient of tap    26 */
  -.182487696312982095E-01 /* coefficient of tap    27 */
  -.279282322571604524E-01 /* coefficient of tap    28 */
  -.355214111906369822E-01 /* coefficient of tap    29 */
  -.400270270421580587E-01 /* coefficient of tap    30 */
  -.407327566990433087E-01 /* coefficient of tap    31 */
  -.373199388081151717E-01 /* coefficient of tap    32 */
  -.299243335254637976E-01 /* coefficient of tap    33 */
  -.191428210068661925E-01 /* coefficient of tap    34 */
  -.598278325680000921E-02 /* coefficient of tap    35 */
  0.824151356425446834E-02 /* coefficient of tap    36 */
  0.220539883010058979E-01 /* coefficient of tap    37 */
  0.339858624654595242E-01 /* coefficient of tap    38 */
  0.427478057638505859E-01 /* coefficient of tap    39 */
  0.473832648942318268E-01 /* coefficient of tap    40 */
  0.473832648942318268E-01 /* coefficient of tap    41 */
  0.427478057638505859E-01 /* coefficient of tap    42 */
  0.339858624654595242E-01 /* coefficient of tap    43 */
  0.220539883010058979E-01 /* coefficient of tap    44 */
  0.824151356425446834E-02 /* coefficient of tap    45 */
  -.598278325680000921E-02 /* coefficient of tap    46 */
  -.191428210068661925E-01 /* coefficient of tap    47 */
  -.299243335254637976E-01 /* coefficient of tap    48 */
  -.373199388081151717E-01 /* coefficient of tap    49 */
  -.407327566990433087E-01 /* coefficient of tap    50 */
  -.400270270421580587E-01 /* coefficient of tap    51 */
  -.355214111906369822E-01 /* coefficient of tap    52 */
  -.279282322571604524E-01 /* coefficient of tap    53 */
  -.182487696312982095E-01 /* coefficient of tap    54 */
  -.763995126391001022E-02 /* coefficient of tap    55 */
  0.272927352713677784E-02 /* coefficient of tap    56 */
  0.118132543536339928E-01 /* coefficient of tap    57 */
  0.188002044605322993E-01 /* coefficient of tap    58 */
  0.231858307241664096E-01 /* coefficient of tap    59 */
  0.248035048378159883E-01 /* coefficient of tap    60 */
  0.238106244754254881E-01 /* coefficient of tap    61 */
  0.206366103607945783E-01 /* coefficient of tap    62 */
  0.159026192081363344E-01 /* coefficient of tap    63 */
  0.103259522903204925E-01 /* coefficient of tap    64 */
  0.462302152191522175E-02 /* coefficient of tap    65 */
  -.576372071917035544E-03 /* coefficient of tap    66 */
  -.479347276355652507E-02 /* coefficient of tap    67 */
  -.773765893593892251E-02 /* coefficient of tap    68 */
  -.931451826269244165E-02 /* coefficient of tap    69 */
  -.960742762488154333E-02 /* coefficient of tap    70 */
  -.883854783516941289E-02 /* coefficient of tap    71 */
  -.731731992726515301E-02 /* coefficient of tap    72 */
  -.538531183159795201E-02 /* coefficient of tap    73 */
  -.336564488970707031E-02 /* coefficient of tap    74 */
  -.152346953120145016E-02 /* coefficient of tap    75 */
  -.414507222293458799E-04 /* coefficient of tap    76 */
  0.988565189093030127E-03 /* coefficient of tap    77 */
  0.155913650458118047E-02 /* coefficient of tap    78 */
  0.172953705486079929E-02 /* coefficient of tap    79 */
  0.160148061239014660E-02 /* coefficient of tap    80 */
  0.129325050404160979E-02 /* coefficient of tap    81 */
