  0.313586296510796946E-02 /* coefficient of tap     0 */
  0.353215866467737260E-02 /* coefficient of tap     1 */
  0.325448730656788765E-02 /* coefficient of tap     2 */
  0.207433122696782890E-02 /* coefficient of tap     3 */
  -.941666575399541194E-04 /* coefficient of tap     4 */
  -.312856348493514557E-02 /* coefficient of tap     5 */
  -.666646294654935012E-02 /* coefficient of tap     6 */
  -.101233997285836174E-01 /* coefficient of tap     7 */
  -.127668589645236774E-01 /* coefficient of tap     8 */
  -.138408992599798331E-01 /* coefficient of tap     9 */
  -.127229843393740260E-01 /* coefficient of tap    10 */
  -.908398257798105390E-02 /* coefficient of tap    11 */
  -.301668449575619401E-02 /* coefficient of tap    12 */
  0.490038689405726213E-02 /* coefficient of tap    13 */
  0.136280285202507966E-01 /* coefficient of tap    14 */
  0.217887861961373019E-01 /* coefficient of tap    15 */
  0.278757461935207784E-01 /* coefficient of tap    16 */
  0.305171143308205827E-01 /* coefficient of tap    17 */
  0.287506715463382356E-01 /* coefficient of tap    18 */
  0.222548327301006265E-01 /* coefficient of tap    19 */
  0.114860062502525916E-01 /* coefficient of tap    20 */
  -.231441161243047055E-02 /* coefficient of tap    21 */
  -.172576961912956861E-01 /* coefficient of tap    22 */
  -.310772152870055551E-01 /* coefficient of tap    23 */
  -.414899700865934395E-01 /* coefficient of tap    24 */
  -.465898024991639125E-01 /* coefficient of tap    25 */
  -.452015542003015990E-01 /* coefficient of tap    26 */
  -.371284545776366048E-01 /* coefficient of tap    27 */
  -.232413815516458788E-01 /* coefficient of tap    28 */
  -.538577645450698838E-02 /* coefficient of tap    29 */
  0.138850033984425147E-01 /* coefficient of tap    30 */
  0.317085216984086848E-01 /* coefficient of tap    31 */
  0.453771464070233854E-01 /* coefficient of tap    32 */
  0.527861065887749258E-01 /* coefficient of tap    33 */
  0.527861065887749258E-01 /* coefficient of tap    34 */
  0.453771464070233854E-01 /* coefficient of tap    35 */
  0.317085216984086848E-01 /* coefficient of tap    36 */
  0.138850033984425147E-01 /* coefficient of tap    37 */
  -.538577645450698838E-02 /* coefficient of tap    38 */
  -.232413815516458788E-01 /* coefficient of tap    39 */
  -.371284545776366048E-01 /* coefficient of tap    40 */
  -.452015542003015990E-01 /* coefficient of tap    41 */
  -.465898024991639125E-01 /* coefficient of tap    42 */
  -.414899700865934395E-01 /* coefficient of tap    43 */
  -.310772152870055551E-01 /* coefficient of tap    44 */
  -.172576961912956861E-01 /* coefficient of tap    45 */
  -.231441161243047055E-02 /* coefficient of tap    46 */
  0.114860062502525916E-01 /* coefficient of tap    47 */
  0.222548327301006265E-01 /* coefficient of tap    48 */
  0.287506715463382356E-01 /* coefficient of tap    49 */
  0.305171143308205827E-01 /* coefficient of tap    50 */
  0.278757461935207784E-01 /* coefficient of tap    51 */
  0.217887861961373019E-01 /* coefficient of tap    52 */
  0.136280285202507966E-01 /* coefficient of tap    53 */
  0.490038689405726213E-02 /* coefficient of tap    54 */
  -.301668449575619401E-02 /* coefficient of tap    55 */
  -.908398257798105390E-02 /* coefficient of tap    56 */
  -.127229843393740260E-01 /* coefficient of tap    57 */
  -.138408992599798331E-01 /* coefficient of tap    58 */
  -.127668589645236774E-01 /* coefficient of tap    59 */
  -.101233997285836174E-01 /* coefficient of tap    60 */
  -.666646294654935012E-02 /* coefficient of tap    61 */
  -.312856348493514557E-02 /* coefficient of tap    62 */
  -.941666575399541194E-04 /* coefficient of tap    63 */
  0.207433122696782890E-02 /* coefficient of tap    64 */
  0.325448730656788765E-02 /* coefficient of tap    65 */
  0.353215866467737260E-02 /* coefficient of tap    66 */
  0.313586296510796946E-02 /* coefficient of tap    67 */
