  0.175310510925077096E-02 /* coefficient of tap     0 */
  0.214125787152859992E-02 /* coefficient of tap     1 */
  0.226748311333347318E-02 /* coefficient of tap     2 */
  0.197927968402996228E-02 /* coefficient of tap     3 */
  0.115611692653072917E-02 /* coefficient of tap     4 */
  -.254773207237277476E-03 /* coefficient of tap     5 */
  -.220729947276267779E-02 /* coefficient of tap     6 */
  -.453753544485169246E-02 /* coefficient of tap     7 */
  -.696326969512310967E-02 /* coefficient of tap     8 */
  -.910601832847952863E-02 /* coefficient of tap     9 */
  -.105357944694070693E-01 /* coefficient of tap    10 */
  -.108346573469590046E-01 /* coefficient of tap    11 */
  -.967089482487803131E-02 /* coefficient of tap    12 */
  -.687243134516715681E-02 /* coefficient of tap    13 */
  -.248642624001951739E-02 /* coefficient of tap    14 */
  0.318745877172817415E-02 /* coefficient of tap    15 */
  0.959982317631189552E-02 /* coefficient of tap    16 */
  0.159951331935409291E-01 /* coefficient of tap    17 */
  0.214946605915408994E-01 /* coefficient of tap    18 */
  0.252104556805965085E-01 /* coefficient of tap    19 */
  0.263759290606555074E-01 /* coefficient of tap    20 */
  0.244742772009556919E-01 /* coefficient of tap    21 */
  0.193443438309743154E-01 /* coefficient of tap    22 */
  0.112450815780239099E-01 /* coefficient of tap    23 */
  0.864574765016647361E-03 /* coefficient of tap    24 */
  -.107329354343340099E-01 /* coefficient of tap    25 */
  -.222194510301096848E-01 /* coefficient of tap    26 */
  -.321630676433969231E-01 /* coefficient of tap    27 */
  -.392151398107393234E-01 /* coefficient of tap    28 */
  -.422991033737841348E-01 /* coefficient of tap    29 */
  -.407734528340636970E-01 /* coefficient of tap    30 */
  -.345436956401725181E-01 /* coefficient of tap    31 */
  -.241044325572708784E-01 /* coefficient of tap    32 */
  -.105022224056703472E-01 /* coefficient of tap    33 */
  0.477878590834953342E-02 /* coefficient of tap    34 */
  0.199950370194888371E-01 /* coefficient of tap    35 */
  0.333623845306131006E-01 /* coefficient of tap    36 */
  0.432858147410817828E-01 /* coefficient of tap    37 */
  0.485681270875734583E-01 /* coefficient of tap    38 */
  0.485681270875734583E-01 /* coefficient of tap    39 */
  0.432858147410817828E-01 /* coefficient of tap    40 */
  0.333623845306131006E-01 /* coefficient of tap    41 */
  0.199950370194888371E-01 /* coefficient of tap    42 */
  0.477878590834953342E-02 /* coefficient of tap    43 */
  -.105022224056703472E-01 /* coefficient of tap    44 */
  -.241044325572708784E-01 /* coefficient of tap    45 */
  -.345436956401725181E-01 /* coefficient of tap    46 */
  -.407734528340636970E-01 /* coefficient of tap    47 */
  -.422991033737841348E-01 /* coefficient of tap    48 */
  -.392151398107393234E-01 /* coefficient of tap    49 */
  -.321630676433969231E-01 /* coefficient of tap    50 */
  -.222194510301096848E-01 /* coefficient of tap    51 */
  -.107329354343340099E-01 /* coefficient of tap    52 */
  0.864574765016647361E-03 /* coefficient of tap    53 */
  0.112450815780239099E-01 /* coefficient of tap    54 */
  0.193443438309743154E-01 /* coefficient of tap    55 */
  0.244742772009556919E-01 /* coefficient of tap    56 */
  0.263759290606555074E-01 /* coefficient of tap    57 */
  0.252104556805965085E-01 /* coefficient of tap    58 */
  0.214946605915408994E-01 /* coefficient of tap    59 */
  0.159951331935409291E-01 /* coefficient of tap    60 */
  0.959982317631189552E-02 /* coefficient of tap    61 */
  0.318745877172817415E-02 /* coefficient of tap    62 */
  -.248642624001951739E-02 /* coefficient of tap    63 */
  -.687243134516715681E-02 /* coefficient of tap    64 */
  -.967089482487803131E-02 /* coefficient of tap    65 */
  -.108346573469590046E-01 /* coefficient of tap    66 */
  -.105357944694070693E-01 /* coefficient of tap    67 */
  -.910601832847952863E-02 /* coefficient of tap    68 */
  -.696326969512310967E-02 /* coefficient of tap    69 */
  -.453753544485169246E-02 /* coefficient of tap    70 */
  -.220729947276267779E-02 /* coefficient of tap    71 */
  -.254773207237277476E-03 /* coefficient of tap    72 */
  0.115611692653072917E-02 /* coefficient of tap    73 */
  0.197927968402996228E-02 /* coefficient of tap    74 */
  0.226748311333347318E-02 /* coefficient of tap    75 */
  0.214125787152859992E-02 /* coefficient of tap    76 */
  0.175310510925077096E-02 /* coefficient of tap    77 */
