  0.414955531762456519E-02 /* coefficient of tap     0 */
  0.524061448993713518E-02 /* coefficient of tap     1 */
  0.619995058414522226E-02 /* coefficient of tap     2 */
  0.686770817183766801E-02 /* coefficient of tap     3 */
  0.707237029600325506E-02 /* coefficient of tap     4 */
  0.664709847589695534E-02 /* coefficient of tap     5 */
  0.544848998377138649E-02 /* coefficient of tap     6 */
  0.337603735075195254E-02 /* coefficient of tap     7 */
  0.390280871495408021E-03 /* coefficient of tap     8 */
  -.347245488142718050E-02 /* coefficient of tap     9 */
  -.809072558536727370E-02 /* coefficient of tap    10 */
  -.132556641892277848E-01 /* coefficient of tap    11 */
  -.186767782631169119E-01 /* coefficient of tap    12 */
  -.239961866004290458E-01 /* coefficient of tap    13 */
  -.288108061214760535E-01 /* coefficient of tap    14 */
  -.327011550559281438E-01 /* coefficient of tap    15 */
  -.352646650618480439E-01 /* coefficient of tap    16 */
  -.361507799953948172E-01 /* coefficient of tap    17 */
  -.350947370640783073E-01 /* coefficient of tap    18 */
  -.319468308155411229E-01 /* coefficient of tap    19 */
  -.266941778502891091E-01 /* coefficient of tap    20 */
  -.194725245207543338E-01 /* coefficient of tap    21 */
  -.105664328958633979E-01 /* coefficient of tap    22 */
  -.397173956062203359E-03 /* coefficient of tap    23 */
  0.105012401292774804E-01 /* coefficient of tap    24 */
  0.215163467201283253E-01 /* coefficient of tap    25 */
  0.319993090301978533E-01 /* coefficient of tap    26 */
  0.413114498813296115E-01 /* coefficient of tap    27 */
  0.488714160641607353E-01 /* coefficient of tap    28 */
  0.541989956678357120E-01 /* coefficient of tap    29 */
  0.569518293602500236E-01 /* coefficient of tap    30 */
  0.569518293602500236E-01 /* coefficient of tap    31 */
  0.541989956678357120E-01 /* coefficient of tap    32 */
  0.488714160641607353E-01 /* coefficient of tap    33 */
  0.413114498813296115E-01 /* coefficient of tap    34 */
  0.319993090301978533E-01 /* coefficient of tap    35 */
  0.215163467201283253E-01 /* coefficient of tap    36 */
  0.105012401292774804E-01 /* coefficient of tap    37 */
  -.397173956062203359E-03 /* coefficient of tap    38 */
  -.105664328958633979E-01 /* coefficient of tap    39 */
  -.194725245207543338E-01 /* coefficient of tap    40 */
  -.266941778502891091E-01 /* coefficient of tap    41 */
  -.319468308155411229E-01 /* coefficient of tap    42 */
  -.350947370640783073E-01 /* coefficient of tap    43 */
  -.361507799953948172E-01 /* coefficient of tap    44 */
  -.352646650618480439E-01 /* coefficient of tap    45 */
  -.327011550559281438E-01 /* coefficient of tap    46 */
  -.288108061214760535E-01 /* coefficient of tap    47 */
  -.239961866004290458E-01 /* coefficient of tap    48 */
  -.186767782631169119E-01 /* coefficient of tap    49 */
  -.132556641892277848E-01 /* coefficient of tap    50 */
  -.809072558536727370E-02 /* coefficient of tap    51 */
  -.347245488142718050E-02 /* coefficient of tap    52 */
  0.390280871495408021E-03 /* coefficient of tap    53 */
  0.337603735075195254E-02 /* coefficient of tap    54 */
  0.544848998377138649E-02 /* coefficient of tap    55 */
  0.664709847589695534E-02 /* coefficient of tap    56 */
  0.707237029600325506E-02 /* coefficient of tap    57 */
  0.686770817183766801E-02 /* coefficient of tap    58 */
  0.619995058414522226E-02 /* coefficient of tap    59 */
  0.524061448993713518E-02 /* coefficient of tap    60 */
  0.414955531762456519E-02 /* coefficient of tap    61 */
