Артикул	Наименование товара	Розничные	Оптовые	Дилерские	Спец.	Ед.изм.	
"01 Панели пластиковые. 01 Панели пластик ""Люкс"" 0,167 х 2,7 м,  цены в EUR"							
							
11569	250064603 Отвёртка, S&R POWER, РН 2х100мм SR	2,39	2,30	2,21	2,12	шт
11458	250064620 Отвёртка, S&R POWER, РН 0х75мм SR	1,90	1,82	1,75	1,68	шт
11568	250064630 Отвёртка, S&R POWER, РН 1х80мм SR	1,92	1,85	1,78	1,70	шт
11571	250065635 Отвёртка, S&R POWER, SL 5,5х38мм SR	1,91	1,84	1,76	1,69	шт
11572	250065636 Отвёртка, S&R POWER, SL 5,5х100мм SR	1,94	1,87	1,80	1,73	шт
11573	250065637 Отвёртка, S&R POWER, SL 5,5х125мм SR	2,27	2,18	2,10	2,02	шт
11570	250066111 Отвёртка, S&R POWER, PZ 1х80мм SR	1,96	1,88	1,81	1,74	шт	
							
27 Инструмент. 27 Буры DeWALT,  цены в EUR							
							
16672	DT 6212 Бур SDS-Plus (12/300 мм) DeWalt	6,70	6,53	6,43	6,09	шт	8,375
16673	DT 6214 Бур SDS-Plus (14/300 мм) DeWalt	7,38	7,19	7,08	6,71	шт	9,225
16674	DT 6281 Бур SDS-Plus ( 6/160 мм) (10 шт) DeWalt	24,80	24,20	23,80	22,60	уп.	31
16675	DT 6314 Бур SDS-Plus (14/460 мм) DeWalt	11,22	10,94	10,77	10,21	шт	14,025
16676	DT 6316 Бур SDS-Plus (16/460 мм) DeWalt	16,67	16,25	16,00	15,17	шт	20,8375
16677	DT 6320 Бур SDS-Plus (20/460 мм) DeWalt	20,86	20,34	20,03	18,98	шт	26,075
16671	DT 6340 Бур SDS-Plus ( 6/110 мм) DeWalt	2,29	2,23	2,19	2,08	шт	2,8625
16678	DT 6347 Бур SDS-Plus ( 8/160 мм) DeWalt	3,08	3,00	2,95	2,80	шт	3,85
16679	DT 6350 Бур SDS-Plus (10/160 мм) DeWalt	3,88	3,78	3,72	3,53	шт	4,85
16680	DT 6360 Бур SDS-Plus (10/600 мм) DeWalt	14,16	13,80	13,59	12,88	шт	17,7
16681	DT 6362 Бур SDS-Plus (12/600 мм) DeWalt	15,42	15,04	14,80	14,03	шт	19,275
16682	DT 6460 Бур SDS-Plus (10/1000 мм) DeWalt	38,12	37,18	36,59	34,69	шт	47,65
16683	DT 6462 Бур SDS-Plus (12/1000 мм) DeWalt	49,61	48,37	47,63	45,15	шт	62,0125
16684	DT 6464 Бур SDS-Plus (14/1000 мм) DeWalt	53,89	52,54	51,74	49,04	шт	67,3625
16685	DT 6466 Бур SDS-Plus (16/1000 мм) DeWalt	61,00	59,48	58,56	55,51	шт	76,25
16686	DT 6468 Бур SDS-Plus (18/1000 мм) DeWalt	70,64	68,87	67,81	64,28	шт	88,3
16693	DT 6865 Бур SDS-MAX 25/520 мм DeWalt	56,68	55,26	54,41	51,58	шт	70,85
16694	DT 6875 Бур SDS-MAX 32/570 мм DeWalt	73,71	71,86	70,76	67,07	шт	92,1375
16695	DT 6878 Бур SDS-MAX 35/570 мм DeWalt	79,37	77,38	76,19	72,22	шт	99,2125
16241	DT 9056 Бур SDS-Plus 6x100x160 арм. бетон B&D	3,32	3,25	3,12	2,99	шт	4,15
16242	DT 9058 Бур SDS-Plus 8x100x160 арм. бетон B&D	3,72	3,64	3,49	3,35	шт	4,65
16243	DT 9060 Бур SDS-Plus 10x100x160 арм. бетон B&D	4,39	4,28	4,12	3,95	шт	5,4875
16870	DT 9136 Бур SDS+HI ( 6/210 мм) DeWalt	3,70	3,61	3,55	3,37	шт	4,625
16787	DT 9138 Бур SDS+HI ( 8/210 мм) (10 шт) DeWalt	41,80	40,70	40,10	38,00	уп.	52,25
16788	DT 9140 Бур SDS+HI (10/210 мм) (10 шт) DeWalt	50,60	49,30	48,60	46,00	уп.	63,25
16950	DT 9140 Бур SDS+HI (10/210 мм) (1шт) DeWalt	5,06	4,93	4,86	4,60	уп.	6,325
							
27 Инструмент. 27 Валики,  цены в $							
						
15897	Валик  5 см поролон с ручкой	0,55	0,50	0,49	0,47	шт
15899	Валик  7 см поролон с ручкой	0,58	0,53	0,52	0,49	шт
16380	Валик 10 см поролон с ручкой	0,56	0,54	0,53	0,52	шт
15775	Валик 11 см поролон с ручкой	0,54	0,53	0,52	0,50	шт
16855	Валик 14 см меховой (14B40)	1,02	0,97	0,94	0,90	шт
15841	Валик 15 см велюровый /комплект	2,27	2,16	2,11	2,09	шт
15799	Валик 15 см меховой с гол. нитью	1,51	1,45	1,39	1,33	шт
16019	Валик 16 см велюровый (20мм) с ручкой	1,06	0,98	0,91	0,86	шт
16853	Валик 16 см меховой с гол. нитью	1,19	1,14	1,09	1,04	шт
16020	Валик 16 см поролон 40мм с ручкой	0,76	0,73	0,70	0,67	шт
16379	Валик 18 см меховой (18В40)	1,12	1,07	1,06	1,03	шт
15881	Валик 18 см рельефный, выжигаемый	2,51	2,39	2,34	2,32	шт
15803	Валик 18 см структурный /комплект	2,98	2,83	2,77	2,75	шт
16173	Валик 18 см структурный, гладкий	2,98	2,83	2,77	2,75	шт
16381	Валик 18 см шнурочный Polar (18POL40)	1,82	1,75	1,73	1,68	шт
16126	Валик 18 см шнурочный Синтекс (82751)	2,26	2,17	2,09	2,02	шт
15805	Валик 23 см структурный /комплект	3,58	3,40	3,32	3,30	шт
16174	Валик 23 см структурный, гладкий	3,58	3,40	3,32	3,30	шт
15905	Валик 24 см велюровый /комплект	3,35	3,08	2,90	2,64	шт
15791	Валик 24 см рельефный струк. (83924)	3,12	3,00	2,95	2,88	шт
16158	Валик 25 см шнурочный Синтекс c ручкой	2,62	2,50	2,47	2,40	шт
16400	Валик 26 см меховой (26B40)	1,30	1,25	1,24	1,20	шт
16854	Валик 26 см шнурочный Polar (26POL40)	2,05	1,98	1,90	1,81	шт
16021	Валик 27 см шнурочный Синтекс c ручкой (WAL 019505E)	3,07	2,95	2,84	2,72	шт
15790	Валик игольчатый для пола 500х110 мм	14,92	14,06	13,78	13,62	шт
16013	Валик игольчатый для пола 500х75 мм	16,44	15,48	15,19	15,01	шт
15875	Валик мех 15 см /комплект	1,33	1,28	1,24	1,19	шт
15878	Валик мех 15 см с решеткой /комплект	1,55	1,50	1,44	1,38	шт
15877	Валик мех 20 см /комплект	1,43	1,38	1,32	1,27	шт
15880	Валик мех 20 см с решеткой /комплект (82118)	1,72	1,66	1,58	1,52	шт
15876	Валик мех 25 см /комплект	1,61	1,55	1,49	1,43	шт
15879	Валик мех 25 см с решеткой /комплект	1,93	1,86	1,79	1,72	шт	
16169	Валик прижимной 5 см для обоев (83854)	1,26	1,21	1,18	1,12	шт	
15814	Набор валик+ванна 8 cм/11 см	1,88	1,79	1,69	1,54	уп.	
							
27 Инструмент. 27 Диски DeWALT, B&D,  цены в EUR							
							
16605	DT 1004 Диск по шпону, ПВХ 184 мм DeWalt	54,37	53,01	52,19	49,48	шт	67,9625
16607	DT 1123 Диск по шпону, ПВХ S40, 250 мм DeWalt	91,80	89,51	88,13	83,54	шт	114,75
16608	DT 1133 Диск по шпону, ПВХ 305 мм DeWalt	102,10	99,55	98,02	92,91	шт	127,625
16860	DT 1251 Пильный диск по дереву, S40, d184 DeWalt	24,06	22,86	21,17	19,25	шт	30,075
16609	DT 1731 Диск по шпону, ПВХ S 60, 250 мм DeWalt	118,54	115,58	113,80	107,87	шт	148,175
16628	DT 3111 Шлифкруг 125 мм,  40G (25 шт) DeWalt	9,91	9,66	9,51	9,02	уп.	12,3875
16629	DT 3112 Шлифкруг 125 мм,  60G (25 шт) DeWalt	9,53	9,30	9,15	8,68	уп.	11,9125
16630	DT 3113 Шлифкруг 125 мм,  80G (25 шт) DeWalt	8,56	8,35	8,22	7,79	уп.	10,7
16631	DT 3115 Шлифкруг 125 мм, 120G (25 шт) DeWalt	8,20	7,99	7,87	7,46	уп.	10,25
16632	DT 3116 Шлифкруг 125 мм, 180G (25 шт) DeWalt	8,20	7,99	7,87	7,46	уп.	10,25
16635	DT 3117 Шлифкруг 125 мм, 240G (25 шт) DeWalt	8,20	7,99	7,87	7,46	уп.	10,25
16636	DT 3118 Шлифкруг 125 мм, 320G (25 шт) DeWalt	8,20	7,99	7,87	7,46	уп.	10,25
16637	DT 3211 Абразив. шлифов. диски 125 мм ( 40) DeWalt	22,45	21,89	21,55	20,43	шт	28,0625
16638	DT 3212 Абразив. шлифов. диски 125 мм ( 60) DeWalt	21,31	20,77	20,46	19,39	шт	26,6375
16639	DT 3213 Абразив. шлифов. диски 125 мм ( 80) DeWalt	20,27	19,76	19,46	18,46	шт	25,3375
16640	DT 3214 Абразив. шлифов. диски 125 мм (100) DeWalt	20,27	19,76	19,46	18,45	шт	25,3375
16653	DT 3400 Диск отрезной по металлу 115 мм DeWalt	1,69	1,65	1,62	1,54	шт	2,1125
16654	DT 3410 Диск отрезной по металлу 125 мм DeWalt	1,87	1,82	1,79	1,70	шт	2,3375
16656	DT 3430 Диск отрезной по металлу 230 мм DeWalt	3,07	2,99	2,94	2,79	шт	3,8375
16657	DT 3450 Диск отрезной для металла DeWalt	7,55	7,36	7,25	6,87	шт	9,4375
16793	X 32025 Диск по металлу зачистной, 115 мм DeWalt	1,40	1,36	1,34	1,27	шт	1,75
16244	X 32030 Круг отрезной/мет, d125, B&D	1,62	1,58	1,52	1,46	шт	2,025
16794	X 32040 Диск по металлу зачистной, 230 мм DeWalt	2,48	2,41	2,38	2,25	шт	3,1
16795	X 32050 Диск по металлу зачистной, 115 мм DeWalt	2,13	2,07	2,04	1,93	шт	2,6625
16245	X 32055 Шлифкруг/мет, d125, B&D	2,56	2,50	2,40	2,30	шт	3,2
16247	X 32065 Шлифкруг/мет, d230, B&D	4,66	4,55	4,37	4,19	шт	5,825
16796	X 32075 Пильные диски по камню, 115 мм DeWalt	1,40	1,36	1,34	1,27	шт	1,75
16246	X 32080 Круг отрезной/камень, d125, B&D	1,69	1,66	1,58	1,52	шт	2,1125
16248	X 32090 Круг отрезной/камень, d230, B&D	2,47	2,41	2,32	2,22	шт	3,0875
							
27 Инструмент. 27 Диски S&R POWER,  цены в $							
							
11323	120050115 Круг отрезной по металлу, S&R POWER, 115x22,2x3,0 мм	1,01	0,97	0,94	0,90	шт	
11324	120050125 Круг отрезной по металлу, S&R POWER, 125x22,2x3,0 мм	1,15	1,10	1,07	1,02	шт	
11325	120050150 Круг отрезной по металлу, S&R POWER, 150x22,2x3,0 мм	1,33	1,28	1,24	1,19	шт	
11326	120050180 Круг отрезной по металлу, S&R POWER, 180x22,2x3,0 мм	1,40	1,36	1,30	1,25	шт	
11327	120050230 Круг отрезной по металлу, S&R POWER, 230x22,2x3,0 мм	2,08	2,00	1,92	1,85	шт	
11334	120386020 Шлифкруг чашечный по камню, S&R POWER, з, 24 110/ 90x55x22	7,08	6,82	6,55	6,29	шт	
11335	120386030 Шлифкруг чашечный по камню, S&R POWER, з, 30 110/ 90x55x22	7,08	6,82	6,55	6,29	шт	
11336	120386040 Шлифкруг чашечный по камню, S&R POWER, з, 36 110/ 90x55x22	7,08	6,82	6,55	6,29	шт	
11337	120386080 Шлифкруг чашечный по камню, S&R POWER, з, 60 110/ 90x55x22	7,08	6,82	6,55	6,29	шт	
11338	120386110 Шлифкруг чашечный по камню, S&R POWER, з, 120 110/ 90x55x22	7,08	6,82	6,55	6,29	шт	
11331	120501820 Круг зачистной по металлу, S&R POWER, 150х22,2x6,0 мм	2,06	1,99	1,91	1,84	шт
11329	120551120 Круг зачистной по металлу, S&R POWER, 115x22,2x6,0 мм	1,52	1,46	1,42	1,36	шт
11330	120551220 Круг зачистной по металлу, S&R POWER, 125x22,2x6,0 мм	1,66	1,60	1,54	1,48	шт
11332	120551820 Круг зачистной по металлу, S&R POWER, 180x22,2x6,5 мм	2,09	2,02	1,93	1,86	шт
11333	120552320 Круг зачистной по металлу, S&R POWER, 230x22,2x6,5 мм	3,82	3,68	3,54	3,40	шт
11328	120641150 Круг отрезной по металлу, S&R POWER, 300x22,2x3,5 мм	4,36	4,20	4,03	3,88	шт
11343	237116190 Диск пильный, S&R POWER, 190х30-твс з.16	21,60	20,80	20,00	19,20	шт
11346	237118200 Диск пильный, S&R POWER, 200х30-твс з.18	23,56	22,68	21,82	20,94	шт
11417	237118210 Диск пильный, S&R POWER, 210х30-твс з.18	23,56	22,68	21,82	20,94	шт
11341	237124160 Диск пильный, S&R POWER, 160х16-твс з.24	24,16	23,26	22,37	21,47	шт
11344	237130190 Диск пильный, S&R POWER, 190х30-твс з.30	30,43	29,30	28,18	27,05	шт
11340	237136150 Диск пильный, S&R POWER, 150х20-твс з.36	28,48	27,42	26,36	25,31	шт
11419	237140250 Диск пильный, S&R POWER, 250х30-твс з.40	42,22	40,66	39,08	37,52	шт
11342	237148160 Диск пильный, S&R POWER, 160х16-твс з.48 чист.рез	41,23	39,71	38,17	36,65	шт
11345	237148190 Диск пильный, S&R POWER, 190х30-твс з.48	44,18	42,55	40,91	39,28	шт
11418	237148210 Диск пильный, S&R POWER, 210х30-твс з.48	56,94	54,84	52,73	50,62	шт
11347	237254200 Диск пильный, S&R POWER, 200х30-твс з.54 чист.рез	54,98	52,94	50,92	48,88	шт
11424	237480250 Диск пильный, S&R POWER, 250х30-твс з.80 чист.рез	78,54	75,64	72,72	69,82	шт
11425	237496300 Диск пильный, S&R POWER, 300х30-твс з.96 чист.рез	96,22	92,65	89,09	85,52	шт
						
27 Инструмент. 27 Диски режущие,  цены в $						
						
12889	Диск зачистной Д 230 х 6 х 22 (Украина)	2,63	2,45	2,28	2,10	шт
12850	Диск режущий NK 115x3x22 д/металла	0,53	0,49	0,46	0,42	шт
12851	Диск режущий NK 180x3x22 д/металла	0,90	0,84	0,78	0,72	шт
12852	Диск режущий NK 230x3x22 д/металла	1,37	1,27	1,19	1,09	шт
12853	Диск режущий SC 115x3x22 д/бетона	0,58	0,53	0,49	0,46	шт
12854	Диск режущий SC 180x3x22 д/бетона	1,02	0,95	0,89	0,82	шт
12855	Диск режущий SC 230x3x22 д/бетона	1,49	1,39	1,28	1,19	шт
12888	Диск режущий Д 115 х 2,5 х 22 (Украина)	0,70	0,64	0,60	0,55	шт
12870	Диск режущий Д 115 х 2,5 х 22 д/бетона (Украина)	0,78	0,73	0,67	0,62	шт
12864	Диск режущий Д 115 х 3 х 22 (Украина)	0,70	0,64	0,60	0,55	шт
12887	Диск режущий Д 125 х 2,5 х 22 (Украина)	0,76	0,70	0,65	0,60	шт
12863	Диск режущий Д 125 х 3 х 22 (Украина)	0,76	0,70	0,65	0,60	шт
12868	Диск режущий Д 125 х 3 х 22 д/бетона (Украина)	0,86	0,80	0,74	0,68	шт
12862	Диск режущий Д 150 х 3 х 22 (Украина)	0,86	0,79	0,74	0,68	шт
12867	Диск режущий Д 150 х 3 х 22 д/бетона (Украина)	0,95	0,89	0,83	0,76	шт
12861	Диск режущий Д 180 х 3 х 22 (Украина)	1,06	0,97	0,91	0,84	шт
12869	Диск режущий Д 180 х 3 х 22 д/бетона (Украина)	1,14	1,07	1,00	0,91	шт
12860	Диск режущий Д 230 х 3 х 22 (Украина)	1,40	1,30	1,21	1,12	шт
12866	Диск режущий Д 230 х 3 х 22 д/бетона (Украина)	1,48	1,37	1,28	1,18	шт
12859	Диск режущий Д 300 х 3 х 32 (Украина)	1,81	1,68	1,57	1,44	шт
12865	Диск режущий Д 300 х 3 х 32 д/бетона (Украина)	1,88	1,75	1,63	1,50	шт
						
27 Инструмент. 27 Инструмент ANZO,  цены в $						
						
14520	106015 Кисть торцевая 15 мм ANZA	0,60	0,56	0,54	0,52	шт
14521	106025 Кисть торцевая 25 мм ANZA	0,70	0,65	0,62	0,60	шт
14522	106035 Кисть торцевая 35 мм ANZA	0,82	0,76	0,72	0,70	шт
14523	106050 Кисть торцевая 50 мм ANZA	0,97	0,90	0,86	0,83	шт
14524	106070 Кисть торцевая 70 мм ANZA	1,52	1,42	1,37	1,31	шт
14525	106100 Кисть торцевая 100 мм ANZA	2,77	2,58	2,47	2,38	шт
14526	108015 Кисть торцевая 15 мм ANZA	0,32	0,30	0,29	0,28	шт
14527	108025 Кисть торцевая 25 мм ANZA	0,40	0,36	0,35	0,34	шт
14528	108035 Кисть торцевая 35 мм ANZA	0,53	0,49	0,48	0,46	шт
14529	108050 Кисть торцевая 50 мм ANZA	0,70	0,65	0,62	0,60	шт
14530	108070 Кисть торцевая 70 мм ANZA	1,00	0,92	0,89	0,85	шт
14531	113025 Кисть радиаторная 25 мм ANZA	1,75	1,62	1,56	1,50	шт
14532	113035 Кисть радиаторная 35 мм ANZA	1,90	1,75	1,69	1,62	шт
14533	113050 Кисть радиаторная 50 мм ANZA	2,04	1,90	1,82	1,75	шт
14534	113070 Кисть радиаторная 70 мм ANZA	2,68	2,48	2,39	2,29	шт
14641	"126025 Кисть ""Anza Popular"" 25 мм"	0,82	0,76	0,72	0,70	шт
14536	"126035 Кисть ""Anza Popular"" 35 мм"	0,91	0,84	0,82	0,78	шт
14537	"126050 Кисть ""Anza Popular"" 50 мм"	1,08	1,00	0,96	0,92	шт
14538	"126070 Кисть ""Anza Popular"" 70 мм"	1,64	1,52	1,46	1,40	шт
14539	"132025 Кисть ""Anza"" д/лаков и красок 25 мм"	1,09	1,02	0,97	0,94	шт
14540	"132035 Кисть ""Anza"" д/лаков и красок 35 мм"	1,52	1,42	1,37	1,31	шт
14541	"132050 Кисть ""Anza"" д/лаков и красок 50 мм"	1,91	1,76	1,70	1,63	шт
14542	"132070 Кисть ""Anza"" д/лаков и красок 70 мм"	2,57	2,38	2,29	2,20	шт
14543	147025 Кисть д/лаков и красок синт. 25 мм ANZA	1,26	1,18	1,13	1,08	шт
14544	147035 Кисть д/лаков и красок синт. 35 мм ANZA	1,49	1,38	1,32	1,27	шт
14545	147050 Кисть д/лаков и красок синт. 50 мм ANZA	1,91	1,76	1,70	1,63	шт
14546	147070 Кисть д/лаков и красок синт. 70 мм ANZA	2,45	2,28	2,18	2,10	шт
14547	"149025 Кисть ""Anza 2000"" 25 мм"	1,92	1,78	1,72	1,64	шт
14548	"149035 Кисть ""Anza 2000"" 35 мм"	2,57	2,38	2,29	2,20	шт
14549	"149050 Кисть ""Anza 2000"" 50 мм"	3,22	2,99	2,88	2,76	шт
14550	"150025 Кисть ""Anza Elite"" 25 мм"	2,68	2,48	2,39	2,29	шт
